genus,species,tmax,tmin,phylum,class,order,family,scientific_name_std,n,lat,long,region
Drosophila,curvispina,32.6,-4.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila curvispina,40,43.1,141.4,Temperate
Drosophila,daruma,33.4,-0.2,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila daruma,40,35.5,139.7,Temperate
Drosophila,elegans,33.6,3.6,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila elegans,40,24.3,123.8,Temperate
Drosophila,ficusphila,33.5,1.7,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila ficusphila,40,24.3,123.8,Temperate
Drosophila,kanekoi,35.4,-5.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila kanekoi,40,43.1,141.4,Temperate
Drosophila,lacertosa,31,0.7,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila lacertosa,40,43.1,141.4,Temperate
Drosophila,lacteicornis,32.5,1.7,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila lacteicornis,40,24.3,123.8,Temperate
Drosophila,lutescens,31.1,0.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila lutescens,40,35.5,139.7,Temperate
Drosophila,nigromaculata,34.3,-4.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila nigromaculata,40,43.1,141.4,Temperate
Drosophila,orientacea,31.9,-4.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila orientacea,40,43.1,141.4,Temperate
Drosophila,quadrilineata,33.9,6.8,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila quadrilineata,40,24.3,123.8,Temperate
Drosophila,ruberrima,32.1,2.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila ruberrima,40,24.3,123.8,Temperate
Drosophila,rufa,32.9,0.6,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila rufa,40,35.5,139.7,Temperate
Drosophila,sternopleuralis,31.4,1.7,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila sternopleuralis,40,35.5,139.7,Temperate
Drosophila,suzukii,32.7,-1.2,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila suzukii,40,35.5,139.7,Temperate
Drosophila,takahashii,32.5,4.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila takahashii,40,24.3,123.8,Temperate
Drosophila,unispina,32.3,-3.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila unispina,40,43.1,141.4,Temperate
Hirtodrosophila,histrioides,32.3,-3.5,Arthropoda,Insecta,Diptera,Drosophilidae,Hirtodrosophila histrioides,40,43.1,141.4,Temperate
Scaptodrosophila,bryani,35.5,4.2,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptodrosophila bryani,40,24.3,123.8,Temperate
Scaptodrosophila,coracina,34.5,-2.4,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptodrosophila coracina,40,24.3,123.8,Temperate
Scaptodrosophila,dorsocentralis,34.2,8.3,Arthropoda,Insecta,Diptera,Drosophilidae,Scaptodrosophila dorsocentralis,40,24.3,123.8,Temperate
Scaptodrosophila,pallida,33.9,-6.3,Arthropoda,Insecta,Diptera,Drosophilidae,NA,40,43.1,141.4,Temperate
Pogonomyrmex,californicus,51.78,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex californicus,NA,36.17,-115.14,Temperate
Pogonomyrmex,rugosus,51.59,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex rugosus,NA,36.17,-115.14,Temperate
Anax,junius,45.6,NA,Arthropoda,Insecta,Odonata,Aeshnidae,Anax junius,10,29.6,-82.3,Temperate
Erthemis,simplicicollis,46.5,NA,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis simplicicollis,22,29.6,-82.3,Temperate
Libellula,sp.1,46,NA,Arthropoda,Insecta,Odonata,Libellulidae,NA,20,29.6,-82.3,Temperate
Macromia,taeniolata,44.8,NA,Arthropoda,Insecta,Odonata,Macromiidae,Macromia taeniolata,8,29.6,-82.3,Temperate
Pachydiplax,longipennis,45.5,NA,Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax longipennis,49,29.6,-82.3,Temperate
Tramea,carolina,46.8,NA,Arthropoda,Insecta,Odonata,Libellulidae,Tramea carolina,16,29.6,-82.3,Temperate
Chrysomela,aeneicollis,37.2,NA,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela aeneicollis,25,37.18,-118.28,Temperate
Drosophila,curviceps,30,-3,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila curviceps,NA,36.5,138.5,Temperate
Drosophila,immigrans,31.5,1,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila immigrans,NA,43,141.3,Temperate
Drosophila,validus,33,5.5,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila kallima,NA,26.5,129.3,Temperate
Formica,perpilosa,45.2,5.2,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica perpilosa,8,35.65,-106.77,Temperate
Trachymyrmex,smithi_neomexicanus,36.7,9.7,Arthropoda,Insecta,Hymenoptera,Formicidae,NA,8,35.65,-106.77,Temperate
Taeniopoda,eques,45.2,NA,Arthropoda,Insecta,Orthoptera,Romaleidae,Taeniopoda eques,10,31.91,-109.14,Temperate
Eurygaster,integriceps,NA,-21.65,Arthropoda,Insecta,Hemiptera,Scutelleridae,Eurygaster integriceps,NA,35.3,51.4,Temperate
Cucujus,clavipes,NA,-10,Arthropoda,Insecta,Coleoptera,Cucujidae,Cucujus clavipes,8,42.5,-78.7,Temperate
Melanotus,sp.1,NA,-16,Arthropoda,Insecta,Coleoptera,Elateridae,NA,7,42.5,-78.7,Temperate
Parcoblatta,pennsylvanica,NA,-16,Arthropoda,Insecta,Blattodea,Ectobiidae,Parcoblatta pennsylvanica,8,42.5,-78.7,Temperate
Uloma,impressa,NA,-13.5,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Uloma impressa,NA,42.5,-78.7,Temperate
Melasoma,collaris,NA,-5,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela collaris,6,61.4,8.8,Temperate
Diamesa,sp.1,NA,-16,Arthropoda,Insecta,Diptera,Chironomidae,NA,100,28.2,85.6,Temperate
Calathus,melanocephalus,NA,-3.8,Arthropoda,Insecta,Coleoptera,Carabidae,Calathus melanocephalus,2,60.6,7.5,Temperate
Pellia,epiphylla,NA,-30.5,Streptophyta,Jungermanniopsida,Pelliales,Pelliaceae,Pellia epiphylla,16,51,6.8,Temperate
Lobaria,pulmonaria,46.7,-22.8,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria pulmonaria,7,58.6,8.7,Temperate
Alectoria,ochroleuca,NA,-8.1,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,Alectoria ochroleuca,NA,46.8,10.9,Temperate
Brodoa,intestiniformis,NA,-15.9,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,Brodoa intestiniformis,NA,51.7,10.6,Temperate
Buellia,epipolia,NA,-11.1,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Diplotomma epipolium,NA,30.5,35.1,Temperate
Caloplaca,aurantia,NA,-11.5,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca aurantia,NA,30.5,35.1,Temperate
Caloplaca,ferruginea ,NA,-11,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,NA,NA,30.5,35.1,Temperate
Cetraria,aculeata,NA,-12.7,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,Cetraria aculeata,NA,49.1,8.3,Temperate
Cladonia,convoluta,NA,-21.9,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,Cladonia convoluta,NA,44.2,-0.1,Temperate
Cladonia,elongata,NA,-15.4,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,Cladonia gracilis,NA,46.8,10.9,Temperate
Cladonia,foliacea,NA,-26.3,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,Cladonia foliacea,NA,49.1,8.3,Temperate
Cladonia,furcata,NA,-16,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,Cladonia furcata,NA,49.1,8.3,Temperate
Cladonia,rangiformis,NA,-18.7,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,Cladonia rangiformis,NA,49.1,8.3,Temperate
Collema,auriculatum,NA,-0.2,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema auriculatum,NA,48.3,9.4,Temperate
Diploschistes,gypsaceus,NA,-11.5,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes gypsaceus,NA,44.2,-0.1,Temperate
Hypogymnia,physodes,NA,-13.6,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,Hypogymnia physodes,NA,49.6,9,Temperate
Letharia,vulpina,NA,-13.6,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,Letharia vulpina,NA,46.8,10.9,Temperate
Peltigera,subcanina,NA,-8.4,Ascomycota,Lecanoromycetes,Peltigerales,Peltigerineae,Peltigera praetextata,NA,49.6,9,Temperate
Ramalina,maciformis,NA,-11.4,Ascomycota,Lecanoromycetes,Lecanorineae,Ramalinaceae,Ramalina maciformis,NA,30.5,35.1,Temperate
Umbilicaria,hyperborea,NA,-14.8,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria hyperborea,NA,51.7,10.6,Temperate
Xanthoparmelia,taractica,NA,-14.2,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia taractica,NA,44.2,-0.1,Temperate
Sceloporus,undulatus,40.4,11.4,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus undulatus,12,33.6,-81.7,Temperate
Cophosaurus,texanus,44.4,15.4,Chordata,Lepidosauria,Squamata,Iguanidae,Cophosaurus texanus,12,29.21,-102.89,Temperate
Psammodromus,algirus,43.5,7,Chordata,Lepidosauria,Squamata,Lacertidae,Psammodromus algirus,13,40.55,-3.78,Temperate
Psammodromus,hispanicus,45.5,8.8,Chordata,Lepidosauria,Squamata,Lacertidae,Psammodromus hispanicus,4,42.33,-1.63,Temperate
Lacerta,agilis,43.9,5.9,Chordata,Lepidosauria,Squamata,Lacertidae,Lacerta agilis,11,48.52,1.98,Temperate
Acanthodactylus,erythrurus,46.3,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus erythrurus,9,36.97,-2.4,Temperate
Lacerta,monticola,43.6,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Iberolacerta galani,11,42.65,-5.72,Temperate
Lacerta,schreiberi,43,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Lacerta schreiberi,6,43.13,-8.08,Temperate
Podarcis,bocagei,45.4,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Podarcis bocagei,15,40.87,-4.48,Temperate
Podarcis,lilfordi,43.3,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Podarcis lilfordi,11,39.52,3.29,Temperate
Podarcis,muralis,44.2,5.9,Chordata,Lepidosauria,Squamata,Lacertidae,Podarcis muralis,15,40.41,-5.06,Temperate
Anniella,pulchra,34,NA,Chordata,Lepidosauria,Squamata,Anniellidae,Anniella pulchra,NA,34.01,-118.81,Temperate
Charina,bottae,38,NA,Chordata,Lepidosauria,Squamata,Boidae,Charina bottae,1,44.56,-123.26,Temperate
Coluber,constrictor,42.4,NA,Chordata,Lepidosauria,Squamata,Colubridae,Coluber constrictor,NA,42.08,-86.2,Temperate
Crotalus,scutulatus,42,NA,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus scutulatus,NA,34.74,-115.66,Temperate
Crotalus,viridis,38,NA,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus viridis,NA,33.83,-116.54,Temperate
Elgaria,coerulea,39.2,NA,Chordata,Lepidosauria,Squamata,Anguidae,Elgaria coerulea,4,43.64,-123.82,Temperate
Lampropeltis,getulus,42,NA,Chordata,Lepidosauria,Squamata,Colubridae,NA,NA,30.25,-99.87,Temperate
Lampropeltis,zonata,42.5,NA,Chordata,Lepidosauria,Squamata,Colubridae,Lampropeltis zonata,2,38.65,-122.67,Temperate
Masticophis,lateralis,44,NA,Chordata,Lepidosauria,Squamata,Colubridae,Coluber lateralis,NA,33.61,-116.63,Temperate
Phrynosoma,platyrhinos,45.5,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Phrynosoma platyrhinos,NA,35.01,-115.65,Temperate
Pituophis,catenifer,40.5,NA,Chordata,Lepidosauria,Squamata,Colubridae,Pituophis catenifer,NA,33.57,-104.38,Temperate
Plestiodon,skiltonianus,41.3,NA,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon skiltonianus,1,45.67,-118.79,Temperate
Regina,alleni,41.6,NA,Chordata,Lepidosauria,Squamata,Colubridae,Liodytes alleni,1,27.07,-81.45,Temperate
Rhinocheilus,lecontei,41.5,NA,Chordata,Lepidosauria,Squamata,Colubridae,Rhinocheilus lecontei,5,31.25,-102.35,Temperate
Sceloporus,magister,43,-3,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus magister,NA,33.25,-111.63,Temperate
Sceloporus,woodi,44.2,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus woodi,NA,28.08,-81.79,Temperate
Storeria,occipitomaculata,37.8,NA,Chordata,Lepidosauria,Squamata,Colubridae,Storeria occipitomaculata,1,36.59,-79.4,Temperate
Tarentola,boettgeri,42.1,7.1,Chordata,Lepidosauria,Squamata,Phyllodactylidae,Tarentola boettgeri,12,28,-15.5,Temperate
Podarcis,hispanica,44.45,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Podarcis hispanicus,10,39.9,0.68,Temperate
Crotaphytus,collaris,46.5,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Crotaphytus collaris,3,31.85,-106.48,Temperate
Anolis,distichus,38.6,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Anolis distichus,7,25.77,-80.19,Temperate
Anolis,sagrei,40.5,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Anolis sagrei,12,25.72,-80.27,Temperate
Dipsosaurus,dorsalis,47.5,14,Chordata,Lepidosauria,Squamata,Iguanidae,Dipsosaurus dorsalis,6,35.7,-116.34,Temperate
Arizona,elegans,41.8,NA,Chordata,Lepidosauria,Squamata,Colubridae,Arizona elegans,6,35.7,-116.34,Temperate
Chionactis,occipitalis,38,NA,Chordata,Lepidosauria,Squamata,Colubridae,Chionactis occipitalis,NA,35.7,-116.34,Temperate
Crotalus,atrox,39,NA,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus atrox,1,35.7,-116.34,Temperate
Crotalus,cerastes,41.6,NA,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus cerastes,NA,35.7,-116.34,Temperate
Phrynosoma,coronatum,46.7,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Phrynosoma coronatum,NA,35.7,-116.34,Temperate
Phyllorhynchus,decurtatus,39.3,NA,Chordata,Lepidosauria,Squamata,Colubridae,Phyllorhynchus decurtatus,2,35.7,-116.34,Temperate
Sauromalus,obesus,45.6,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Sauromalus ater,3,35.7,-116.34,Temperate
Uma,inornata,45,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Uma inornata,NA,35.7,-116.34,Temperate
Coluber,flagellum,43.5,NA,Chordata,Lepidosauria,Squamata,Colubridae,Coluber flagellum,3,34.26,-118.78,Temperate
Elgaria,multicarinata,41.4,2.2,Chordata,Lepidosauria,Squamata,Anguidae,Elgaria multicarinata,5,34,-118.9,Temperate
Plestiodon,obsoletus,42,NA,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon obsoletus,10,29.97,-101.16,Temperate
Plestiodon,elegans,41.9,9.3,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon elegans,42,30.27,120.15,Temperate
Zootoca,vivipara,43.9,1.9,Chordata,Lepidosauria,Squamata,Lacertidae,Zootoca vivipara,6,49.88,17.2,Temperate
Laudakia,stellio,45,12.5,Chordata,Lepidosauria,Squamata,Agamidae,Stellagama stellio,8,33.18,35.74,Temperate
Trapelus,savignii,47.2,12,Chordata,Lepidosauria,Squamata,Agamidae,Trapelus savignii,8,31.23,34.78,Temperate
Takydromus,formosanus,43.3,5,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus formosanus,24,25.15,121.55,Temperate
Takydromus,hsuehshanensis,43.5,2.5,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus hsuehshanensis,31,24.17,121.3,Temperate
Takydromus,stejnegeri,43.4,5.7,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus stejnegeri,44,25.15,121.55,Temperate
Sphenomorphus,taiwanensis,37.4,5.9,Chordata,Lepidosauria,Squamata,Scincidae,Sphenomorphus taiwanensis,14,24.17,121.3,Temperate
Protobothrops,mucrosquamatus,38.2,5.3,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops mucrosquamatus,25,23.83,121.03,Temperate
Trimeresurus,gracilis,37.7,4.7,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus gracilis,28,23.53,120.8,Temperate
Trimeresurus,stejnegeri,38,6.4,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus stejnegeri,37,23.97,120.95,Temperate
Coleonyx,brevis,41.6,8.5,Chordata,Lepidosauria,Squamata,Eublepharidae,Coleonyx brevis,2,29.18,-102.96,Temperate
Coleonyx,variegatus,43,7.6,Chordata,Lepidosauria,Squamata,Eublepharidae,Coleonyx variegatus,8,34.12,-115.83,Temperate
Hemidactylus,turcicus,41.1,10.5,Chordata,Lepidosauria,Squamata,Gekkonidae,Hemidactylus turcicus,9,29.18,-102.96,Temperate
Sceloporus,merriami,41.5,14.1,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus merriami,NA,29.2,-103,Temperate
Plestiodon,chinensis,42.3,6.3,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon chinensis,19,30.21,120.1,Temperate
Xantusia,vigilis,40.5,4.5,Chordata,Lepidosauria,Squamata,Xantusiidae,Xantusia vigilis,10,34.54,-117.29,Temperate
Eremias,multiocellata,41.1,9,Chordata,Lepidosauria,Squamata,Lacertidae,Eremias multiocellata,NA,41.45,106.98,Temperate
Urosaurus,ornatus,43.1,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Urosaurus ornatus,14,31.87,-111.46,Temperate
Thamnophis,radix,41,4.6,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis radix,5,41.55,-101.15,Temperate
Eremias,argus,44.9,1,Chordata,Lepidosauria,Squamata,Lacertidae,Eremias argus,16,35.59,112.25,Temperate
Xantusia,henshawi,34.9,NA,Chordata,Lepidosauria,Squamata,Xantusiidae,Xantusia henshawi,NA,33.04,-116.87,Temperate
Xantusia,riversiana,39,6.6,Chordata,Lepidosauria,Squamata,Xantusiidae,Xantusia riversiana,11,33.01,-118.56,Temperate
Sceloporus,graciosus,43,9.1,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus graciosus,5,44.73,-110.7,Temperate
Petrosaurus,mearnsi,42.6,NA,Chordata,Lepidosauria,Squamata,Phrynosomatidae,Petrosaurus mearnsi,6,33.89,-116.68,Temperate
Cnemidophorus,sexlineatus,51,NA,Chordata,Lepidosauria,Squamata,Teiidae,Aspidoscelis sexlineata,10,33.96,-96.76,Temperate
Phrynosoma,cornutum,47.9,9.5,Chordata,Lepidosauria,Squamata,Iguanidae,Phrynosoma cornutum,10,32.28,-106.75,Temperate
Phrynosoma,douglassii,43.5,2.7,Chordata,Lepidosauria,Squamata,Iguanidae,Phrynosoma douglasii,10,33.6,-105.22,Temperate
Agkistrodon,contortrix,40.6,6.9,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon contortrix,10,35.33,-90.07,Temperate
Thamnophis,elegans,43.1,2,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis elegans,18,40.8,-105.59,Temperate
Holbrookia,maculata,46.5,NA,Chordata,Lepidosauria,Squamata,Iguanidae,Holbrookia maculata,NA,34.1,-103.3,Temperate
Thamnophis,ordinoides,38.9,4.2,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis ordinoides,10,44.56,-123.26,Temperate
Thamnophis,sirtalis,38.9,4.2,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis sirtalis,10,44.56,-123.26,Temperate
Anolis,carolinensis,41.7,4.7,Chordata,Lepidosauria,Squamata,Iguanidae,Anolis carolinensis,8,31.32,-91.53,Temperate
Cnemidophorus,tigris,45.1,10.5,Chordata,Lepidosauria,Squamata,Teiidae,Aspidoscelis tigris,12,43,-116.2,Temperate
Sceloporus,occidentalis,44.1,4.8,Chordata,Lepidosauria,Squamata,Iguanidae,Sceloporus occidentalis,18,33.96,-116.24,Temperate
Podarcis,tiliguerta,42.7,NA,Chordata,Lepidosauria,Squamata,Lacertidae,Podarcis tiliguerta,5,42.53,8.72,Temperate
Uta,stansburiana,43.7,7.8,Chordata,Lepidosauria,Squamata,Iguanidae,Uta stansburiana,NA,40.56,-105.59,Temperate
Sphenomorphus,indicus,37.6,3.1,Chordata,Lepidosauria,Squamata,Scincidae,Sphenomorphus indicus,51,30.27,120.15,Temperate
Eremias,brenchleyi,43.6,3.4,Chordata,Lepidosauria,Squamata,Lacertidae,Eremias brenchleyi,15,33.6,117.02,Temperate
Takydromus,septentrionalis,45,4.9,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus septentrionalis,9,30.72,122.45,Temperate
Plestiodon,gilberti,42.3,7.7,Chordata,Lepidosauria,Squamata,Scincidae,Plestiodon gilberti,NA,38.42,-120.82,Temperate
Takydromus,sexlineatus,42.2,6.4,Chordata,Lepidosauria,Squamata,Lacertidae,Takydromus sexlineatus,15,24.8,113.58,Temperate
Teratoscincus,przewalskii,NA,8.9,Chordata,Lepidosauria,Squamata,Sphaerodactylidae,Teratoscincus przewalskii,11,40.17,94.68,Temperate
Gambelia,wislizenii,NA,11.6,Chordata,Lepidosauria,Squamata,Iguanidae,Gambelia wislizenii,12,39.28,-118.27,Temperate
Thamnophis,butleri,NA,5.8,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis butleri,23,42.27,-83.82,Temperate
Thamnophis,marcianus,NA,5.7,Chordata,Lepidosauria,Squamata,Colubridae,Thamnophis marcianus,23,32.25,-109.81,Temperate
Sceloporus,jarrovi,NA,-5.37,Chordata,Lepidosauria,Squamata,Iguanidae,NA,4,31.93,-109.38,Temperate
Phyllospadix,scouleri,25,NA,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Phyllospadix scouleri,NA,48.536683,-123.015409,Temperate
Orconectes,rusticus,39,0.5,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes rusticus,NA,39.4,-84.6,Temperate
Carcinus,maenas,35.1,NA,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus maenas,30,38,-9,Temperate
Crangon,crangon,33.8,NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon crangon,18,38,-9,Temperate
Liocarcinus,marmoreus,32.2,NA,Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus marmoreus,20,38,-9,Temperate
Pachygrapsus,marmoratus,35.7,NA,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus marmoratus,26,38,-9,Temperate
Palaemon,elegans,34.1,NA,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon elegans,34,38,-9,Temperate
Palaemon,longirostris,34.4,NA,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon longirostris,32,38,-9,Temperate
Xantho,incisus,33.4,NA,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xantho hydrophilus,16,38,-9,Temperate
Hemigrapsus,nudus,33.6,3.5,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus nudus,30,48.8,-125.1,Temperate
Procambarus,clarki,36,8.4,Arthropoda,Malacostraca,Decapoda,Cambaridae,NA,30,36.44,-115.36,Temperate
Metacarcinus,magister,33.5,NA,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus magister,62,48.68,-122.5,Temperate
Saduria,entomon,25,NA,Arthropoda,Malacostraca,Isopoda,Idoteidae,Saduria entomon,8,65,-60,Temperate
Petrolisthes,cabrilloi,34.8,NA,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes cabrilloi,7,32.85,-117.25,Temperate
Petrolisthes,cinctipes,33.9,-1.4,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes cinctipes,7,43.3,-124.4,Temperate
Petrolisthes,eriomerus,30.5,1.5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes eriomerus,7,43.3,-124.4,Temperate
Petrolisthes,gracilis,41.6,1.9,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes gracilis,7,31,-114.34,Temperate
Petrolisthes,hirtipes,39.3,4.5,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes hirtipes,7,31,-114.34,Temperate
Petrolisthes,manimaculis,32,2,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes manimaculis,7,36.6,-121.8,Temperate
Pacifastacus,leniusculus,NA,3,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus leniusculus,20,46.2,-119,Temperate
Spermophilus,beecheyi,30,25,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus beecheyi,10,33.41,-117.47,Temperate
Microtus,longicaudus,30,25,Chordata,Mammalia,Rodentia,Cricetidae,Microtus longicaudus,11,46.73,-117.18,Temperate
Microtus,californicus,40,33,Chordata,Mammalia,Rodentia,Cricetidae,Microtus californicus,9,33.3,-116.03,Temperate
Thomomys,talpoides,32,26,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys talpoides,7,41.3,-114.5,Temperate
Thomomys,umbrinus,35,27,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys umbrinus,8,36.15,-115.14,Temperate
Chaetodipus,intermedius,36,33,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus intermedius,NA,35.21,-113.76,Temperate
Dipodomys,microps,32,27,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys microps,40,36.05,-115.13,Temperate
Napaeozapus,insignis,33.5,31,Chordata,Mammalia,Rodentia,Dipodidae,Napaeozapus insignis,10,44.3,-73.9,Temperate
Peromyscus,maniculatus,37,29,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus maniculatus,10,44.3,-73.9,Temperate
Neurotrichus,gibbsii,32,24.9,Chordata,Mammalia,Insectivora,Talpidae,Neurotrichus gibbsii,6,49.3,-123.1,Temperate
Leptonycteris,yerbabuenae,38,35.5,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris yerbabuenae,30,32.13,-110.51,Temperate
Dipodomys,agilis,36,26,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys agilis,NA,33.1,-116.5,Temperate
Lasiurus,cinereus,34,30,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus cinereus,120,35.01,-106.62,Temperate
Lepus,alleni,35,25,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus alleni,5,32.15,-111.1,Temperate
Ammospermophilus,leucurus,34,31,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus leucurus,12,34.6,-117.85,Temperate
Blarina,brevicauda,31,27,Chordata,Mammalia,Insectivora,Soricidae,Blarina brevicauda,7,42.5,-76.5,Temperate
Myodes,gapperi,34,26.5,Chordata,Mammalia,Rodentia,Cricetidae,Myodes gapperi,10,42.5,-76.5,Temperate
